angDist,_RAJ2000,_DEJ2000,GaiaEDR3,RA_ICRS,DE_ICRS,GLON,GLAT,Plx,GMAG,Gmag,BP-RP,E(BP/RP)c,pmRA,pmDE,RUWE,Rpm,f_Plx,f_pm,_RA.icrs,_DE.icrs,_RAJ2000,_DEJ2000,P-M-F,SDSSJ,SNg,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,E(B-V),PM,GLON,GLAT,Type,Sp,_RA,_DE
0.147748,178.2536244443205,4.4048345281071,3896280875075809536,178.25362444432,4.40483452811,268.8490940487679,63.342428209969306,1.0105182665194734,,18.860514,-0.41578102,,3.9085270287829834,-4.275286208640368,1.0300547,12.674895566194113,0,1,178.25362444432,4.40483452811,178.2535833,4.4048333,4765-55674-0770,115300.86+042417.46,13,18.308,0.018,19.122,0.017,19.122,0.017,19.428,0.02,19.78,0.067,0.019,10.5,268.8,63.3,DA,Sp,178.25358,4.40483
0.111098,223.2434145871431,13.4600525080343,1184656128899595520,223.24341458714,13.46005250803,13.307648920259863,58.51785815269044,0.11486096436747223,,16.231424,-0.14089203,,-8.870683464118741,-2.0575226212590425,1.0611808,11.02810439348454,0,1,223.24341458714,13.46005250803,223.2434167,13.4600833,2750-54242-0106,145258.42+132736.31,43,16.552,0.036,16.064,0.023,16.395,0.018,16.649,0.019,16.869,0.019,0.025,12.0,13.3,58.5,sdA,Sp,223.24342,13.46008
0.084906,156.600195298524,9.2652141889227,3876070786204989696,156.60019529852,9.26521418892,233.5478582299179,51.4159128956572,0.9195966515418181,,18.591545,-0.56684875,,3.15439559768202,-4.554177269346919,1.0190266,12.309063635286797,0,1,156.60019529852,9.26521418892,156.6002083,9.2651944,5339-55922-0962,102624.05+091554.79,40,17.87,0.022,18.814,0.025,18.814,0.025,19.295,0.021,19.643,0.067,0.034,5.0,233.5,51.4,DA,Sp,156.60021,9.26519
0.157176,223.9165808408906,12.1006879308129,1181307802459737344,223.91658084089,12.10068793081,11.759853528088527,57.25214576664178,0.3539957491854103,,18.997217,-0.37120438,,-7.135219802574983,-12.545269177613234,0.99813586,14.793915091347571,0,1,223.91658084089,12.10068793081,223.916625,12.1006944,5478-56014-0298,145539.99+120602.56,21,18.308,0.02,19.32,0.054,19.32,0.054,19.603,0.051,19.756,0.084,0.029,0.2,11.8,57.3,DA,Sp,223.91662,12.10069
0.130335,220.5412652210336,10.9593862981298,1177896670713897984,220.54126522103,10.95938629813,6.448754798096477,59.3655898012763,0.07299950478672292,,17.771362,-0.3075409,,7.5408466497911375,-12.968744991378813,1.0313272,13.652072888828954,0,1,220.54126522103,10.95938629813,220.5412917,10.9593611,5470-56008-0830,144209.91+105733.77,36,17.367,0.015,17.56,0.017,18.011,0.012,18.319,0.016,18.562,0.033,0.026,17.7,6.4,59.4,sdB,Sp,220.54129,10.95936
0.106986,222.9225216663577,9.1125349719935,1174034021941552000,222.92252166636,9.11253497199,6.2376859635103825,56.38298670592765,-0.03439058244349101,,17.5591,-0.27214432,,2.887469515894167,-10.666701084795916,1.0258005,12.776030563885069,0,1,222.92252166636,9.11253497199,222.9225,9.1125556,5476-55986-0739,145141.40+090645.20,35,17.511,0.024,17.356,0.016,17.738,0.022,18.053,0.015,18.336,0.028,0.025,18.8,6.2,56.4,sdB,Sp,222.9225,9.11256
0.079163,155.9558870005051,9.8249074399214,3876351092950534144,155.95588700051,9.82490743992,232.2504658894885,51.17338619854324,0.5513865254814474,,18.965921,-0.57017326,,-1.0812197852836023,-6.978252840093675,1.0511364,13.210411960136678,0,1,155.95588700051,9.82490743992,155.955875,9.8248889,5339-55922-0868,102349.41+094929.61,36,18.28,0.047,18.698,0.031,19.203,0.028,19.597,0.034,19.968,0.144,0.037,12.1,232.3,51.2,DA,Sp,155.95587,9.82489
0.052249,230.3354903977564,12.4260388775571,1170444318339713664,230.33549039776,12.42603887756,17.691126641210623,51.987331286809194,0.8981194967265895,,18.891037,-0.39641,,-10.38636690848156,5.143947335791504,0.9848844,14.211524593682228,0,1,230.33549039776,12.42603887756,230.3355,12.4260278,5492-56010-0620,152120.52+122533.73,19,18.36,0.018,18.653,0.021,19.089,0.017,19.445,0.026,19.81,0.084,0.039,12.8,17.7,52.0,DA,Sp,230.3355,12.42603
0.284709,174.8195934396585,4.9328915497019,3897120901958827520,174.81959343966,4.9328915497,261.9724699410152,61.922584759435054,1.0766566557093364,,19.08275,-0.41936302,,-12.162362215214284,6.002329204781672,0.9457319,14.744505724177756,0,1,174.81959343966,4.9328915497,174.8196667,4.9328611,4767-55946-0090,113916.72+045558.39,21,18.659,0.021,18.892,0.022,19.352,0.019,19.683,0.034,20.271,0.215,0.019,13.9,262.0,61.9,DA,Sp,174.81967,4.93286
0.167993,225.4593017584963,13.096982175342,1181846189495808128,225.4593017585,13.09698217534,14.736706329896695,56.47001101190929,0.1486169549162057,,16.413193,-0.19398499,,7.285580390915014,-7.104618340634978,0.9880948,11.451123341899418,0,1,225.4593017585,13.09698217534,225.4592917,13.0970278,5478-56014-0012,150150.23+130549.38,30,16.463,0.017,16.261,0.012,16.589,0.016,16.921,0.018,17.138,0.02,0.035,18.2,14.7,56.5,sdB,Sp,225.45929,13.09703
0.129448,153.4273961102706,8.8559185492146,3876502962994300416,153.42739611027,8.85591854921,231.51318878943903,48.539399474351455,1.570346220889804,,19.408796,-0.33724022,,-23.293419029052878,5.369556622754744,0.99767053,16.30117635273335,0,1,153.42739611027,8.85591854921,153.4274167,8.8558889,5334-55928-0772,101342.58+085121.27,16,19.126,0.031,19.255,0.012,19.599,0.019,19.877,0.035,20.004,0.12,0.031,21.1,231.5,48.5,DB,Sp,153.42742,8.85589
0.018723,220.782083030324,9.5260884940329,1174453790570579840,220.78208303032,9.52608849403,4.498619892073837,58.32021717385117,0.1064931768909681,,17.385904,-0.26942062,,-5.076310232071851,-8.37984754638983,0.97429746,12.341478060375088,0,1,220.78208303032,9.52608849403,220.7820833,9.5260833,5470-56008-0164,144307.70+093133.91,39,16.989,0.013,17.181,0.016,17.646,0.017,17.886,0.015,18.1,0.025,0.026,11.3,4.5,58.3,sdB,Sp,220.78208,9.52608
0.392163,231.408890273494,13.7002724076069,1170648346466710912,231.40889027349,13.70027240761,20.301083988351685,51.649222715872206,-0.08077343952120028,,18.514038,-0.32119942,,-14.432902514819652,-2.677452304102604,0.99835205,14.347542572727143,0,1,231.40889027349,13.70027240761,231.409,13.70025,2767-54243-0088,152538.16+134200.97,14,18.004,0.021,18.287,0.016,18.79,0.019,19.047,0.02,19.284,0.062,0.041,14.0,20.3,51.6,He-sdOB,Sp,231.409,13.70025
0.055769,176.2990973244591,6.3765345617975,3897715462872074368,176.29909732446,6.3765345618,262.7593816484472,63.95326542290577,0.9225464892906189,,18.849323,-0.4182148,,-3.651581460525923,-9.253830400756913,1.1455219,13.838053979471702,0,1,176.29909732446,6.3765345618,176.2990833,6.3765278,4848-55955-0692,114511.78+062235.58,19,18.44,0.018,19.04,0.02,19.04,0.02,19.376,0.024,19.731,0.068,0.022,8.5,262.8,64.0,DA,Sp,176.29908,6.37653
0.064878,219.7534174700781,5.1438236053647,1170971912122589440,219.75341747008,5.14382360536,357.10581710934946,56.244572378039365,0.09020231301126147,,19.460644,-0.58708954,,-4.929724905715121,-2.256443817378608,1.0507756,13.131280313447665,0,1,219.75341747008,5.14382360536,219.7534167,5.1438056,4779-55656-0580,143900.82+050837.78,14,19.153,0.023,19.286,0.026,19.684,0.02,20.029,0.027,20.223,0.11,0.035,11.0,357.1,56.2,DA,Sp,219.75342,5.14381
0.072327,220.2791473707856,14.7092573562542,1185969285085406208,220.27914737079,14.70925735625,12.547271804351151,61.629606450357734,0.1319961126705619,,18.795572,-0.49654198,,-2.229514609469819,-8.215377348067651,1.0882906,13.445865398341553,0,1,220.27914737079,14.70925735625,220.2791667,14.70925,2749-54241-0339,144107.00+144233.37,17,18.095,0.023,18.557,0.015,19.067,0.018,19.444,0.02,19.832,0.104,0.018,12.8,12.5,61.6,He-sdO,Sp,220.27917,14.70925
0.094534,224.0602654012111,16.9612297356636,1188049561085487872,224.06026540121,16.96122973566,20.037805535259334,59.44780373350728,0.3274766338976087,,17.254587,-0.41397858,,-12.208722797369163,-13.251864937368326,1.0446289,13.533175211610533,0,1,224.06026540121,16.96122973566,224.0602917,16.9612222,5479-56016-0396,145614.47+165740.49,43,16.688,0.02,17.061,0.027,17.499,0.013,17.866,0.021,18.161,0.03,0.023,16.4,20.0,59.4,He-sdOB,Sp,224.06029,16.96122
0.074473,224.8779057874541,17.9794900945745,1188517849959404672,224.87790578745,17.97949009457,22.480959674316654,59.14892522529327,0.5310498600753174,,19.00656,-0.4212742,,-12.795563601307904,2.045812045483487,1.0464473,14.569262385435888,0,1,224.87790578745,17.97949009457,224.8779167,17.9794722,5479-56016-0780,145930.70+175846.11,19,18.682,0.019,18.823,0.012,19.247,0.017,19.527,0.027,19.815,0.071,0.032,14.1,22.5,59.1,sdB,Sp,224.87792,17.97947
0.053380,232.8661133580006,13.6548515146076,1193857941712864896,232.866113358,13.65485151461,21.238436694318587,50.36119528197148,0.8544828925003695,,19.071217,-0.41174316,,-3.1413547460505566,-5.766706402354015,0.9405952,13.157989353940554,0,1,232.866113358,13.65485151461,232.866125,13.6548611,2768-54265-0227,153127.87+133917.50,11,18.539,0.019,19.351,0.022,19.351,0.022,19.752,0.023,20.152,0.094,0.045,8.4,21.2,50.4,DA,Sp,232.86612,13.65486
0.135970,181.5249753800788,8.1620010549618,3898972999231974400,181.52497538008,8.16200105496,271.3301524476449,68.20652542166357,0.3350311627930793,,16.118855,-0.49215126,,0.3031538002000783,-16.54429981319067,0.994727,12.212460985422972,0,1,181.52497538008,8.16200105496,181.525,8.1619722,5389-55953-0937,120606.00+080943.18,69,15.422,0.011,15.874,0.029,16.395,0.015,16.777,0.019,17.111,0.017,0.015,27.4,271.3,68.2,He-sdO,Sp,181.525,8.16197
0.057954,238.9634938137128,13.5413205326478,1191644586151040000,238.96349381371,13.54132053265,24.890046273528448,44.96604539822396,0.423177648606266,,19.086626,-0.19420433,,-2.1246539460527236,-7.257699626491861,0.9741799,13.479895074276428,0,1,238.96349381371,13.54132053265,238.9635,13.5413056,4900-55739-0989,155551.24+133228.76,15,18.596,0.03,18.901,0.017,19.287,0.019,19.498,0.024,19.708,0.073,0.036,11.7,24.9,45.0,sdO,Sp,238.9635,13.54131
0.102964,234.3659283412563,17.6301405829043,1197348921195502464,234.36592834126,17.6301405829,27.875098690433642,50.65074059617812,1.7461053215641995,,19.438274,-0.3622017,,-4.1193761953991475,-16.524112036292074,1.0421593,15.594327524930943,0,1,234.36592834126,17.6301405829,234.3659583,17.6301389,3938-55328-0088,153727.83+173748.57,16,19.153,0.024,19.235,0.018,19.619,0.017,19.886,0.024,20.125,0.084,0.041,15.6,27.9,50.7,DA,Sp,234.36596,17.63014
0.114394,221.7622413930151,16.2941102169132,1186648130435884160,221.76224139302,16.29411021691,16.883243572302767,61.13650051790762,0.04312889039788763,,17.974468,-0.37368202,,-5.5827641616600685,-8.525146102640704,1.0476358,13.015435998667797,0,1,221.76224139302,16.29411021691,221.7622083,16.2941111,5474-56036-0377,144702.93+161738.82,32,17.6,0.019,17.717,0.023,18.206,0.021,18.538,0.019,18.77,0.044,0.022,12.5,16.9,61.1,sdB,Sp,221.76221,16.29411
0.073149,186.3967728017125,5.5999367108494,3900265303351399424,186.39677280171,5.59993671085,285.8298270947067,67.60928151313476,0.019767107213839185,,16.246637,-0.19355583,,-7.276682577410242,-9.305547599032202,1.0456295,11.608410089407688,0,1,186.39677280171,5.59993671085,186.3967917,5.5999444,4833-55679-0348,122535.23+053559.80,57,16.354,0.013,16.09,0.024,16.417,0.017,16.679,0.017,16.897,0.029,0.016,14.4,285.8,67.6,BHB,Sp,186.39679,5.59994
0.177584,231.5387076301925,14.9766391675368,1195090146354665728,231.53870763019,14.97663916754,22.249901284660492,52.09332539303345,1.5117366886398855,,19.703356,-0.44395065,,-14.769266505827432,-7.263150386352155,1.0927845,15.785316598779996,0,1,231.53870763019,14.97663916754,231.53875,14.9766667,2781-54266-0096,152609.30+145836.00,7,19.458,0.033,19.547,0.018,19.921,0.021,20.148,0.036,20.429,0.114,0.034,10.3,22.2,52.1,DA,Sp,231.53875,14.97667
0.190044,236.6881958288992,14.5324227865299,1192695105091969152,236.6881958289,14.53242278653,24.857000683188982,47.3855503824867,0.9545985992916007,,19.914543,-0.27688408,,-6.427527830341909,-3.6629549353307636,0.9337209,14.260113737597084,0,1,236.6881958289,14.53242278653,236.68825,14.5324167,2517-54567-0616,154645.18+143156.73,7,19.345,0.028,19.634,0.019,20.191,0.027,20.54,0.041,20.81,0.214,0.031,12.6,24.9,47.4,sdOB,Sp,236.68825,14.53242
0.155171,241.9788741945354,17.1351811214984,1199650233391326848,241.97887419454,17.1351811215,31.110760732197072,43.70724821690862,0.8672885021124992,,19.44919,-0.2502098,,-1.8509931781382107,-5.82380791141802,1.0067154,13.379710744993382,0,1,241.97887419454,17.1351811215,241.9789167,17.1351667,4072-55362-0642,160754.94+170806.65,17,19.05,0.02,19.2,0.01,19.63,0.02,20.02,0.03,20.26,0.15,0.0,0.0,0.0,0.0,DA,Sp,241.97892,17.13517
0.352455,219.3714695579867,-2.2517639557923,3649606716989509888,219.37146955799,-2.25176395579,348.14817221837615,51.06569102207024,0.6245865096975523,4.840469865292107,15.862507,-0.43457508,0.007213180623192317,-10.36210978903948,1.3329781626613149,0.9379481,10.957567660966024,1,0,219.37146955799,-2.25176395579,219.3714583,-2.2516667,4026-55325-0414,143729.15-021506.07,58,15.315,0.015,15.651,0.022,16.074,0.014,16.442,0.027,16.801,0.016,0.045,47.3,348.1,51.1,He-sdOB,Sp,219.37146,-2.25167
0.416821,216.08880947039,-2.2404882707362,3646434862166568192,216.08880947039,-2.24048827074,343.9244786905705,53.071749763681375,0.6878640698508939,6.178838503126194,16.991325,0.09301376,-0.028032507090294034,8.387871497116942,-19.86290586175908,1.0511907,13.659704067840032,1,0,216.08880947039,-2.24048827074,216.08875,-2.2403889,0917-52400-0035,142421.30-021425.45,46,17.96,0.03,16.935,0.018,17.079,0.022,17.317,0.016,17.408,0.029,0.044,22.1,343.9,53.1,sdA,Sp,216.08875,-2.24039
0.220456,314.4574156485779,-0.3051272427346,4227345819063555712,314.45741564858,-0.30512724273,48.30475194750907,-27.952253424829124,0.942211137388971,,19.27701,-0.3103695,,-9.21031303386699,-6.521757470728144,1.0202521,14.539619779241292,0,1,314.45741564858,-0.30512724273,314.4574583,-0.3050833,0984-52442-0193,205749.79-001818.32,11,18.861,0.015,19.572,0.023,19.572,0.023,19.78,0.027,19.936,0.089,0.104,5.6,48.3,-28.0,DA,Sp,314.45746,-0.30508
0.050602,172.8717573313816,-8.7907101552193,3590466082475775616,172.87175733138,-8.79071015522,271.8099121968575,49.18900336253778,0.08229091986168746,,19.552044,-0.34020233,,-9.703050116599249,-1.4115387092672058,0.9715496,14.509322523623652,0,1,172.87175733138,-8.79071015522,172.87175,-8.7907222,2876-54581-0013,113129.22-084726.63,14,18.831,0.023,19.293,0.019,19.813,0.024,20.194,0.032,20.459,0.118,0.025,13.0,271.8,49.2,DA,Sp,172.87175,-8.79072
0.097086,310.6979499145199,0.320502168403,4228197837496873472,310.69794991452,0.3205021684,46.77572843694933,-24.396567590083595,-0.412068970718432,,19.53269,-0.27241135,,-1.9559753719854904,-8.279345315850101,0.9432831,14.181637443294093,0,1,310.69794991452,0.3205021684,310.6979583,0.3205278,1909-53261-0479,204247.51+001913.97,16,19.035,0.024,19.294,0.017,19.726,0.021,20.14,0.029,20.311,0.147,0.061,12.4,46.8,-24.4,sdB,Sp,310.69796,0.32053
0.128185,120.1896741468923,48.2033749386451,933139953532836992,120.18967414689,48.20337493865,170.92665903413777,31.106750819211268,0.3669791314526381,,19.139284,-0.3573017,,1.6456213613492876,-9.924652229265682,1.0545757,14.15230829935225,0,1,120.18967414689,48.20337493865,120.189625,48.2033889,3684-55246-0370,080045.51+481212.20,19,18.631,0.021,18.893,0.014,19.347,0.018,19.733,0.028,20.042,0.115,0.033,13.0,170.9,31.1,DA,Sp,120.18962,48.20339
0.150494,119.9048503439399,54.1727927039621,936745874930443648,119.90485034394,54.17279270396,163.95084634920264,31.494059848085435,0.0854865739159081,,17.74937,-0.39840126,,5.75467820607934,-11.297628084743346,0.9054971,13.26476633067427,0,1,119.90485034394,54.17279270396,119.9048333,54.1728333,1870-53383-0456,075937.16+541022.26,24,17.323,0.019,17.519,0.018,17.985,0.015,18.284,0.017,18.616,0.035,0.03,16.1,164.0,31.5,sdB,Sp,119.90483,54.17283
0.194684,311.4942565599929,-0.9756800105498,4227022768803517696,311.49425655999,-0.97568001055,45.97718766149478,-25.73483898646186,0.5808397201254022,,19.362865,-0.42991447,,-7.722462752872529,-6.651323756111632,1.0589823,14.404159151680325,0,1,311.49425655999,-0.97568001055,311.4942917,-0.9756389,1909-53261-0042,204558.63-005832.38,16,18.817,0.017,19.615,0.016,19.615,0.016,19.933,0.028,20.159,0.123,0.065,6.5,46.0,-25.7,DA,Sp,311.49429,-0.97564
0.126401,311.0636133719964,-1.0210651676767,4227012667040383104,311.063613372,-1.02106516768,45.69623481994009,-25.383817340442658,1.1713040422902157,,19.222261,-0.25161552,,5.331745173606792,4.463932583108275,0.98493004,13.433347007607722,0,1,311.063613372,-1.02106516768,311.0635833,-1.0210833,0982-52466-0308,204415.26-010115.92,10,18.857,0.019,19.464,0.018,19.464,0.018,19.765,0.026,20.081,0.118,0.056,7.6,45.7,-25.4,DA,Sp,311.06358,-1.02108
0.149963,45.2800882216895,37.8557581522178,142340610669960064,45.28008822169,37.85575815222,149.40355640365675,-18.26095476733973,1.376918233209039,,19.787966,-0.23913956,,5.940875825198761,-3.254244983564866,1.0031579,13.942121628377642,0,1,45.28008822169,37.85575815222,45.2800417,37.8557778,2443-54082-0382,030107.21+375120.81,13,19.472,0.03,19.634,0.019,19.967,0.021,20.286,0.036,20.864,0.178,0.088,11.0,149.4,-18.3,DA,Sp,45.28004,37.85578
0.092655,46.2595118394783,37.796420422911,142506121529015552,46.25951183948,37.79642042291,150.13599083291695,-17.91850390345006,0.470517618120876,,19.850641,0.09314346,,1.276464175142436,-7.357387508244512,1.0008216,14.21645812098808,0,1,46.25951183948,37.79642042291,46.2595,37.7964444,2443-54082-0490,030502.28+374747.20,10,19.968,0.041,19.834,0.018,19.968,0.024,20.053,0.032,20.396,0.154,0.129,13.5,150.1,-17.9,DBH:,Sp,46.2595,37.79644
0.084066,117.0152080563834,14.0996344505105,3164411266652542848,117.01520805638,14.09963445051,206.34134402834823,18.794719469301455,1.1356828792375346,,19.197994,-0.35401344,,-2.1994643834287197,1.2543090092890063,1.0718575,11.21529766364921,0,1,117.01520805638,14.09963445051,117.0152083,14.0996111,4502-55569-0618,074803.65+140558.67,17,18.644,0.016,19.416,0.024,19.416,0.024,19.74,0.026,20.007,1.074,0.035,4.4,206.3,18.8,DA,Sp,117.01521,14.09961
0.175198,43.6844935637214,35.1837059139024,140284145968113408,43.68449356372,35.1837059139,149.62788077518573,-21.217095804545043,1.8846246570599865,,19.606304,-0.08289337,,3.2217815162971557,5.155412926384139,1.180536,13.525580024584265,0,1,43.68449356372,35.1837059139,43.6844583,35.1836667,2398-53768-0552,025444.27+351101.27,13,19.726,0.037,19.534,0.017,19.737,0.018,20.001,0.029,20.278,0.143,0.087,16.9,149.6,-21.2,DA,Sp,43.68446,35.18367
0.118713,43.265601416035,35.1270010540448,140274868838313856,43.26560141603,35.12700105404,149.3362974080535,-21.433275142443208,1.551335410209839,,19.508314,-0.26693916,,-7.284626923190926,-3.0321968472161656,0.9474304,13.993837034877423,0,1,43.26560141603,35.12700105404,43.265625,35.1270278,7254-56625-0674,025303.75+350737.34,14,19.016,0.016,19.728,0.018,19.728,0.018,20.042,0.029,20.095,0.096,0.087,4.8,149.3,-21.4,DA,Sp,43.26562,35.12703
0.022126,201.949449015034,56.6778021711523,1565845574615276544,201.94944901503,56.67780217115,113.01325877311791,59.74476684674852,0.4549511220362514,,18.353895,-0.53956413,,-0.6993902136386833,-1.5477053892791224,0.96350896,9.50408612706908,0,1,201.94944901503,56.67780217115,201.9494583,56.6778056,6829-56453-0290,132747.87+564040.14,25,17.654,0.021,18.073,0.02,18.608,0.014,18.994,0.022,19.306,0.059,0.008,18.7,113.0,59.7,He-sdO,Sp,201.94946,56.67781
0.129422,171.6249267113622,21.3623682358926,3978847841769970816,171.62492671136,21.36236823589,224.92154596088315,69.8288807340797,0.27019040980540837,2.8746296336251262,15.71628,-0.29648304,0.001169606143172297,-5.594891963856743,-20.977963405945236,0.9902272,12.39970271076182,1,0,171.62492671136,21.36236823589,171.6249583,21.3623889,6430-56299-0856,112629.99+212144.68,69,15.592,0.021,15.454,0.057,15.925,0.021,16.214,0.017,16.527,0.017,0.02,20.5,224.9,69.8,sdB,Sp,171.62496,21.36239
0.108101,354.1714190874633,44.8313497712738,1926772773380639360,354.17141908746,44.83134977127,109.2550456813559,-16.04609348057443,0.3831670245271819,4.798606815956941,16.881666,-0.307909,-0.0066243135277739285,-2.2640726881360633,-3.637543566007829,1.0191399,10.041214901328505,1,0,354.17141908746,44.83134977127,354.1714583,44.8313611,1886-53237-0219,233641.15+444952.93,37,16.513,0.014,16.696,0.013,17.105,0.008,17.384,0.01,17.678,0.019,0.103,12.0,109.3,-16.0,sdA,Sp,354.17146,44.83136
0.115182,246.796175718411,11.3264982479657,4458984159936153088,246.79617571841,11.32649824797,26.567634046091133,37.104331323453586,0.3287394586935864,,19.157013,-0.11964989,,-0.8870541835797712,-0.9870036732145776,1.0030873,9.771436838892804,0,1,246.79617571841,11.32649824797,246.7962083,11.3265,2531-54572-0618,162711.09+111935.40,11,18.751,0.017,19.401,0.018,19.401,0.018,19.551,0.022,19.633,0.072,0.057,8.0,26.6,37.1,DA,Sp,246.79621,11.3265
0.025494,240.6239999155778,11.2252429188753,4457455082858636416,240.62399991558,11.22524291888,22.982780400258978,42.4970134889572,0.20643210116408192,,17.696537,0.122486115,,-9.0339078748674,-15.055672348697042,1.0621628,13.918917264772904,0,1,240.62399991558,11.22524291888,240.624,11.22525,4901-55711-0090,160229.76+111330.97,41,17.616,0.019,17.691,0.015,17.82,0.013,17.891,0.017,18.0,0.03,0.043,20.1,23.0,42.5,sdOB,Sp,240.624,11.22525
0.150612,241.2226435820974,11.8717573923042,4457608361651423232,241.2226435821,11.8717573923,24.119356483455576,42.25814951272449,0.31335981904736315,,17.761518,-0.43493462,,-12.97052403079865,-3.0106318053400614,1.0386311,13.383280564845279,0,1,241.2226435821,11.8717573923,241.2226667,11.8717222,4901-55711-0024,160453.44+115218.29,46,17.271,0.019,17.566,0.014,18.013,0.014,18.337,0.016,18.629,0.037,0.04,17.2,24.1,42.3,sdOB,Sp,241.22267,11.87172
0.147891,249.6892524722891,11.8879313331489,4459297623828027648,249.68925247229,11.88793133315,28.68708970751089,34.77992618814415,1.1803906652025702,,19.895124,-0.043663025,,-2.773284658315423,7.455841669500093,1.0502537,14.398302295714938,0,1,249.68925247229,11.88793133315,249.6892917,11.8879167,2533-54585-0602,163845.43+115316.56,9,19.639,0.035,19.662,0.016,20.134,0.024,20.464,0.044,20.907,0.228,0.037,10.5,28.7,34.8,DA,Sp,249.68929,11.88792
0.034390,243.7794962647711,10.9203800794168,4453866311265174016,243.77949626477,10.92038007942,24.4515989545077,39.58903102504485,0.08313038688531918,,17.593117,-0.38729095,,-5.480822141300483,-13.370914708077375,1.0417593,13.392550981707355,0,1,243.77949626477,10.92038007942,243.7795,10.9203889,5203-56034-0106,161507.08+105513.45,36,17.012,0.017,17.383,0.016,17.813,0.015,18.142,0.016,18.448,0.032,0.043,15.2,24.5,39.6,He-sdO,Sp,243.7795,10.92039
0.178500,246.7415194259967,13.4862958440291,4460647514869355520,246.741519426,13.48629584403,29.013090144900907,38.059453282585274,-0.3233758825547375,,19.532755,-0.40981293,,-3.603588156595602,1.090714354605781,1.0319891,12.41160131247242,0,1,246.741519426,13.48629584403,246.7415,13.48625,4067-55361-0889,162657.96+132910.54,20,18.918,0.026,19.297,0.017,19.751,0.022,20.124,0.036,20.739,0.206,0.038,11.5,29.0,38.1,He-sdOB,Sp,246.7415,13.48625
0.036284,244.5397121920826,11.3825926287236,4454000348604549248,244.53971219208,11.38259262872,25.412445078381275,39.12214082826696,0.9309938505626737,,18.301807,-0.404871,,-5.87891899653929,-0.8321513560766751,1.0001385,12.16983353863959,0,1,244.53971219208,11.38259262872,244.5397083,11.3825833,2528-54571-0599,161809.53+112257.36,21,17.791,0.014,18.555,0.012,18.555,0.012,18.857,0.018,19.192,0.045,0.065,5.8,25.4,39.1,DA,Sp,244.53971,11.38258
0.200916,242.3142071658592,12.4210463555243,4458038064538946944,242.31420716586,12.42104635552,25.40593811927291,41.53469160319234,1.6757220558304522,,19.674732,-0.29518127,,-9.148155988063,-3.1417660386019213,1.006738,14.60245130083512,0,1,242.31420716586,12.42104635552,242.31425,12.4210833,2525-54569-0562,160915.42+122515.90,9,19.323,0.03,19.448,0.022,19.875,0.024,20.213,0.032,20.565,0.154,0.044,11.7,25.4,41.5,DB,Sp,242.31425,12.42108
0.254474,153.0549759038886,6.6751674543359,3873745971947175168,153.05497590389,6.67516745434,233.96351075632785,47.06166087097197,0.46239597618767464,3.9229820655086947,15.597911,-0.5010462,0.015225078740711773,-20.143152591316547,-10.473853126989406,1.0562485,12.378374344455777,1,0,153.05497590389,6.67516745434,153.0550417,6.6751944,0997-52734-0349,101213.21+064030.72,47,14.942,0.017,15.332,0.015,15.858,0.015,16.245,0.016,16.592,0.025,0.022,26.9,234.0,47.1,sdO,Sp,153.05504,6.67519
0.309403,245.0259948133996,9.5247275623863,4452730893710717440,245.0259948134,9.52472756239,23.55957381874209,37.86611949847661,1.136110649691735,,19.073694,-0.39519882,,14.701441353892765,-12.527019201457556,0.96788293,15.503136758703008,0,1,245.0259948134,9.52472756239,245.0259583,9.5248056,2529-54585-0528,162006.23+093129.32,14,18.591,0.024,18.851,0.016,19.322,0.015,19.656,0.024,19.855,0.088,0.043,21.2,23.6,37.9,DA,Sp,245.02596,9.52481
0.143759,239.7469483542509,8.6123859015933,4454314190455063680,239.74694835425,8.61238590159,19.31479056390861,42.04177067591141,0.8387603464308585,,19.23093,-0.35803604,,2.1247947529324724,4.269758886345788,0.937713,12.623173567483772,0,1,239.74694835425,8.61238590159,239.7469167,8.6123611,4879-55706-0208,155859.26+083644.53,19,18.679,0.017,19.468,0.02,19.468,0.02,19.844,0.029,20.072,0.081,0.033,6.0,19.3,42.0,DA,Sp,239.74692,8.61236
0.103227,242.2995539278846,13.7955803767217,4458465469622583424,242.29955392788,13.79558037672,27.07214746473189,42.12478860934626,0.20842526683540213,,18.255836,-0.32971573,,-9.36129615848249,-1.5117766948000386,1.0200119,13.140469105793489,0,1,242.29955392788,13.79558037672,242.2995833,13.7955833,4070-55681-0510,160911.90+134744.15,30,17.681,0.023,17.999,0.017,18.507,0.015,18.819,0.023,19.195,0.058,0.04,12.3,27.1,42.1,sdB,Sp,242.29958,13.79558
0.159004,242.0442467840854,10.5365823996217,4456433091097416192,242.04424678409,10.53658239962,23.00127789143551,40.94161707447973,0.34301992394659303,,17.247272,-0.15951538,,-15.296442224340764,-1.0180213965415226,0.97909427,13.175023105099402,0,1,242.04424678409,10.53658239962,242.0442917,10.5365833,2526-54582-0455,160810.63+103211.70,42,16.912,0.016,17.084,0.012,17.464,0.01,17.63,0.014,17.774,0.023,0.046,19.5,23.0,40.9,sdOB,Sp,242.04429,10.53658
