angDist,_RAJ2000,_DEJ2000,GaiaEDR3,RA_ICRS,DE_ICRS,GLON,GLAT,Plx,GMAG,Gmag,BP-RP,E(BP/RP)c,pmRA,pmDE,RUWE,Rpm,f_Plx,f_pm,_RA.icrs,_DE.icrs,_RAJ2000,_DEJ2000,P-M-F,SDSSJ,SNg,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,E(B-V),PM,GLON,GLAT,Type,Sp,_RA,_DE
0.049252,1.5328613667587,-1.0558877277437,2545662545526065152,1.53286136676,-1.05588772774,98.41863986860145,-61.75218552824452,0.16814620155085988,,17.680725,-0.41936302,,0.49108128398109335,-9.784209956719142,1.1111737,12.636085564908086,0,1,1.53286136676,-1.05588772774,1.532875,-1.0558889,4217-55478-0306,000607.89-010321.20,47,17.023,0.014,17.481,0.028,17.918,0.023,18.263,0.021,18.513,0.033,0.032,12.9,98.4,-61.8,He-sdO,Sp,1.53287,-1.05589
0.056895,12.9558489467744,6.7849750922919,2556425080733988352,12.95584894677,6.78497509229,123.10343374280643,-56.08664653645526,0.7693472486617855,,18.611177,-0.49728584,,-0.658865200763184,-3.74768302793119,1.032601,11.513041268036009,0,1,12.95584894677,6.78497509229,12.9558333,6.7849722,4420-55883-0838,005149.40+064705.93,21,18.033,0.017,18.839,0.019,18.839,0.019,19.211,0.026,19.401,0.055,0.04,3.1,123.1,-56.1,DA,Sp,12.95583,6.78497
0.193145,1.5941983922427,1.166320303795,2546593965017189888,1.59419839224,1.1663203038,100.15804615995658,-59.69807712064565,1.2798035373905514,,18.92316,-0.46409988,,-6.5653956878889534,0.0352026722295328,1.0859389,13.009496355223877,0,1,1.59419839224,1.1663203038,1.59425,1.1663056,4217-55478-0702,000622.62+010958.75,10,18.395,0.02,19.169,0.016,19.169,0.016,19.477,0.027,19.789,0.087,0.025,3.0,100.2,-59.7,DA,Sp,1.59425,1.16631
0.193145,1.5941983922427,1.166320303795,2546593965017189888,1.59419839224,1.1663203038,100.15804615995658,-59.69807712064565,1.2798035373905514,,18.92316,-0.46409988,,-6.5653956878889534,0.0352026722295328,1.0859389,13.009496355223877,0,1,1.59419839224,1.1663203038,1.59425,1.1663056,7862-56984-0706,000622.62+010958.77,21,18.395,0.023,18.712,0.02,19.169,0.016,19.477,0.027,19.789,0.087,0.025,3.0,100.2,-59.7,DA,Sp,1.59425,1.16631
0.383875,1.781751094078,1.2417930018224,2546601116138975232,1.78175109408,1.24179300182,100.55838494212387,-59.69122329705468,2.6394624685112205,,19.490543,-0.27339935,,-3.5464497292830544,12.941122157524324,0.9765037,15.12902586123612,0,1,1.78175109408,1.24179300182,1.7817917,1.2416944,0686-52519-0408,000707.63+011430.16,7,19.554,0.031,19.363,0.022,19.597,0.02,19.91,0.028,20.143,0.088,0.024,11.9,100.6,-59.7,DA,Sp,1.78179,1.24169
0.098137,107.3861177638881,39.4583948226235,947493940394582784,107.38611776389,39.45839482262,177.98772618030605,20.12181551058153,1.3995128304607527,,19.754587,-0.060585022,,0.011830862648245732,-2.380888766665005,0.9786123,11.638309606315566,0,1,107.38611776389,39.45839482262,107.3860833,39.4583889,2943-54502-0514,070932.66+392730.24,11,19.795,0.017,19.909,0.019,19.909,0.019,20.142,0.031,20.551,0.187,0.055,2.0,178.0,20.1,DA,Sp,107.38608,39.45839
0.118791,21.3245291234171,8.1160160488865,2566466641257168896,21.32452912342,8.11601604889,137.22191406191695,-53.813626393192905,1.258408123646873,,18.876017,-0.34041977,,15.487645065632965,3.3591310558650784,1.0104127,14.875853458743208,0,1,21.32452912342,8.11601604889,21.3245,8.116,4556-55912-0856,012517.88+080657.66,27,18.514,0.023,18.687,0.013,19.103,0.013,19.437,0.022,19.679,0.065,0.044,15.4,137.2,-53.8,DA,Sp,21.3245,8.116
0.336893,4.2142540061532,-1.2248712955262,2541718902258404736,4.21425400615,-1.22487129553,103.73710189360231,-62.80074535565576,0.27321531806985405,,16.754808,-0.47654724,,5.243722536508529,-14.78475008006541,0.9947027,12.73252326004581,0,1,4.21425400615,-1.22487129553,4.21425,-1.2247778,0389-51795-0041,001651.42-011329.28,36,16.14,0.016,16.593,0.02,17.033,0.014,17.38,0.023,17.712,0.021,0.046,18.2,103.7,-62.8,PG1159,Sp,4.21425,-1.22478
0.203777,23.3896451884424,1.5870245612991,2558307955741303808,23.38964518844,1.5870245613,144.05850467720686,-59.54589317723992,1.2794513346119079,,19.72297,-0.35133934,,18.80087907543981,6.605696904197722,1.0071267,16.220241432875742,0,1,23.38964518844,1.5870245613,23.3896667,1.5869722,7860-57006-0068,013333.52+013513.18,13,19.412,0.026,19.559,0.019,19.999,0.023,20.312,0.034,20.346,0.099,0.02,19.1,144.1,-59.5,DA,Sp,23.38967,1.58697
0.104262,7.9747215920944,0.2387999627089,2543663770825935360,7.97472159209,0.23879996271,112.40051159750386,-62.23275668173199,1.418448983691253,,19.774914,-0.08466339,,0.2915474848259744,-6.979802704211075,0.9859896,13.99602217866071,0,1,7.97472159209,0.23879996271,7.97475,0.2388056,0689-52262-0555,003153.94+001419.71,7,19.809,0.034,19.618,0.017,19.942,0.02,20.207,0.031,20.289,0.123,0.02,15.4,112.4,-62.2,DA,Sp,7.97475,0.23881
0.201509,11.4061324905708,1.116695472108,2549267324460929920,11.40613249057,1.11669547211,119.86377146022507,-61.72041777059569,1.1153401422725093,,19.300234,-0.33184242,,9.071624658616347,-9.633165382322714,1.0536295,14.908401111547214,0,1,11.40613249057,1.11669547211,11.4060833,1.1167222,1905-53706-0539,004537.46+010700.26,10,18.813,0.019,19.533,0.02,19.533,0.02,19.943,0.035,20.146,0.105,0.021,8.6,119.9,-61.7,DA,Sp,11.40608,1.11672
0.152552,8.0499581416085,0.8119100724208,2544075400491731968,8.04995814161,0.81191007242,112.75348376269864,-61.67906154813067,1.0798108180618189,,19.238571,-0.3976612,,-2.687731218925923,-17.413245129931965,0.9976375,15.4685328574365,0,1,8.04995814161,0.81191007242,8.05,0.8119167,4220-55447-0954,003212.00+004842.94,20,18.773,0.024,19.007,0.027,19.444,0.027,19.831,0.034,20.094,0.121,0.018,17.2,112.8,-61.7,DA,Sp,8.05,0.81192
0.081879,190.5071770518164,43.6730858439579,1540495440685138432,190.50717705182,43.67308584396,128.87772478965175,73.34637201374736,0.40911923247400483,4.979713041647393,16.920464,-0.4537964,0.006984071561080274,-7.947011031871803,-19.553999922404962,1.0134985,13.542616743323375,1,0,190.50717705182,43.67308584396,190.5072083,43.6730833,6617-56365-0318,124201.73+434023.11,42,16.345,0.016,16.666,0.018,17.16,0.009,17.538,0.016,17.849,0.038,0.017,23.0,128.9,73.3,sdOB,Sp,190.50721,43.67308
0.158640,179.3182181071514,61.4029308618559,859030327199580416,179.31821810715,61.40293086186,134.07019483139794,54.53848370231641,0.3039972486804518,,17.171318,-0.39098358,,-4.231688216793539,-11.211802493076629,0.9431311,12.564292532321929,0,1,179.31821810715,61.40293086186,179.31825,61.4029722,7098-56661-0849,115716.38+612410.76,41,16.773,0.019,16.965,0.025,17.433,0.016,17.769,0.016,18.042,0.027,0.022,13.6,134.1,54.5,sdB,Sp,179.31825,61.40297
0.390947,173.7590220508422,61.4183285756507,859586989321178752,173.75902205084,61.41832857565,138.15208488385355,53.39400571472745,1.1233079513616882,,19.624146,-0.40044212,,22.852751363888405,-18.963282727298157,1.0232406,16.987637589042546,0,1,173.75902205084,61.41832857565,173.7588333,61.4183889,0776-52319-0134,113502.12+612506.29,7,19.357,0.028,19.408,0.035,19.834,0.022,20.132,0.047,20.768,0.24,0.015,23.5,138.2,53.4,DA,Sp,173.75883,61.41839
0.108236,115.2733197675394,23.3819845005633,867366278902729728,115.27331976754,23.38198450056,196.5674720427548,20.889806437981807,1.4476394644575854,,19.367622,-0.33768082,,14.838363879588396,-18.72584013079505,1.0125358,16.258897231935226,0,1,115.27331976754,23.38198450056,115.2732917,23.382,4470-55587-0275,074105.59+232255.24,19,19.289,0.031,19.2,0.014,19.534,0.018,19.836,0.025,20.337,0.113,0.047,24.7,196.6,20.9,DA,Sp,115.27329,23.382
0.123032,234.6784457065249,9.5782868949715,1165071009310870912,234.67844570652,9.57828689497,17.055451094115647,46.877617777595816,0.41988760709132733,3.823844757387235,15.708179,0.075977325,0.0138093730574127,-32.62554087491898,-32.68461328375871,1.0456635,14.030508786314996,1,0,234.67844570652,9.57828689497,234.6784167,9.5783056,5206-56033-0212,153842.82+093441.98,50,15.516,0.021,15.676,0.014,15.844,0.012,15.952,0.017,16.019,0.018,0.033,50.9,17.1,46.9,sdB+MS,Sp,234.67842,9.57831
0.147373,164.2524764164482,59.5042224779159,860606928089296384,164.25247641645,59.50422247792,146.24923073830558,52.13111417297959,0.20539848389156326,,18.143429,-0.19605446,,-4.9305039189700635,-6.224397782824198,1.0283605,12.64269316044808,0,1,164.25247641645,59.50422247792,164.2524167,59.50425,7103-56661-0448,105700.58+593015.34,34,17.893,0.026,17.937,0.02,18.331,0.013,18.614,0.017,18.889,0.039,0.009,16.5,146.2,52.1,sdB,Sp,164.25242,59.50425
0.082210,229.8160615122121,6.7580482957859,1163201663448924544,229.81606151221,6.75804829579,9.632956873686675,49.45531108710455,0.36447050104723033,4.724323729391031,16.916012,0.15117455,0.024174682783988155,-8.785384491309015,-12.633405978583705,1.0578984,12.851901514557136,1,0,229.81606151221,6.75804829579,229.8160833,6.7580556,4889-55709-0572,151915.86+064529.04,49,16.524,0.015,16.589,0.014,16.746,0.015,16.879,0.022,16.93,0.018,0.031,16.0,9.6,49.5,CV,Sp,229.81608,6.75806
0.117755,220.5829806415501,23.2803330537515,1242617292379408896,220.58298064155,23.28033305375,30.38280791840144,64.67499316760092,1.57427471444799,,19.319202,-0.2296238,,0.7738716314423488,2.1899240546834036,0.98627675,11.149109422573254,0,1,220.58298064155,23.28033305375,220.583,23.2803056,2140-53858-0489,144219.92+231649.15,11,18.986,0.016,19.513,0.018,19.513,0.018,19.822,0.024,20.258,0.13,0.024,2.0,30.4,64.7,DA,Sp,220.583,23.28031
0.052014,204.2559848683196,18.3066126422107,1247876978049495296,204.25598486832,18.30661264221,355.26403857410867,76.29076868018025,2.0401216684930277,,19.42492,-0.29466248,,-4.549304365533137,1.822050585481743,0.9653525,12.876172571379335,0,1,204.25598486832,18.30661264221,204.256,18.3066111,5862-56045-0318,133701.44+181823.80,15,19.018,0.019,19.649,0.02,19.649,0.02,19.953,0.026,20.289,0.105,0.02,2.9,355.3,76.3,DA,Sp,204.256,18.30661
0.027709,209.2135858104774,15.9695629086091,1243203435156394624,209.21358581048,15.96956290861,359.9332676625409,71.16913862503853,-0.16387706918673922,,19.4051,-0.28915405,,-3.3968665861466922,-1.647835223369288,1.1072642,12.28994663308129,0,1,209.21358581048,15.96956290861,209.2135833,15.9695556,2743-54259-0177,135651.26+155810.48,10,19.173,0.023,19.176,0.02,19.602,0.022,19.899,0.027,20.251,0.118,0.016,10.9,359.9,71.2,sdB,Sp,209.21358,15.96956
0.221451,215.1761023424425,22.305682151476,1252994311323184128,215.17610234244,22.30568215148,24.436884773900978,69.19382786291912,1.4092008494240866,,19.54818,-0.59563065,,-40.656090018529284,6.385360560804228,1.0537546,17.6202648159257,0,1,215.17610234244,22.30568215148,215.1761667,22.3056667,5898-56045-0676,142042.28+221820.49,14,19.16,0.025,19.358,0.019,19.768,0.017,20.069,0.025,20.385,0.135,0.038,40.0,24.4,69.2,DA,Sp,215.17617,22.30567
0.105329,204.5757496217684,19.0471096440343,1248771465118559488,204.57574962177,19.04710964403,358.49822756209596,76.54241106291096,0.9006114699225961,,19.736788,-0.43815422,,-0.43118273783133376,-14.944434378347802,0.98418283,15.61008861590566,0,1,204.57574962177,19.04710964403,204.57575,19.0471389,2641-54230-0038,133818.18+190249.71,7,19.595,0.034,19.542,0.022,19.928,0.023,20.179,0.029,20.615,0.159,0.015,17.8,358.5,76.5,DA,Sp,204.57575,19.04714
0.191638,209.3139485351935,17.1755759978437,1243997458645574016,209.31394853519,17.17557599784,3.1309039152210514,71.82844346453018,1.415208806524078,,19.286945,-0.32568932,,-25.620164200367192,2.5064096831702503,1.0236953,16.340196723344246,0,1,209.31394853519,17.17557599784,209.314,17.1755556,2756-54508-0082,135715.36+171032.07,11,19.009,0.031,19.119,0.026,19.478,0.023,19.766,0.026,20.191,0.101,0.025,23.7,3.1,71.8,DA,Sp,209.314,17.17556
0.045418,215.5539708394769,20.9146157864154,1240560690239297152,215.55397083948,20.91461578642,21.136997930178822,68.39714384817056,1.2172573992961941,,18.820482,-0.5045223,,2.7059857378137333,2.419175815315463,0.98098576,11.6198398723824,0,1,215.55397083948,20.91461578642,215.5539583,20.9146111,5898-56045-0254,142212.95+205452.60,22,18.247,0.021,19.097,0.016,19.097,0.016,19.413,0.023,19.751,0.08,0.028,3.6,21.1,68.4,DA,Sp,215.55396,20.91461
0.149040,205.2569139540162,21.1046928610282,1249629771382618368,205.25691395402,21.10469286103,7.552292909381497,77.19189760693901,0.12356955203719873,,19.258268,-0.53250885,,-7.863344909005596,-9.785969667821702,0.9787519,14.752141020165844,0,1,205.25691395402,21.10469286103,205.2569583,21.1046944,5851-56075-0392,134101.67+210616.99,10,18.558,0.021,19.532,0.022,19.532,0.022,19.903,0.024,20.195,0.092,0.023,11.3,7.6,77.2,DA,Sp,205.25696,21.10469
0.058109,219.4031326183913,21.7604867079898,1241296473972302592,219.40313261839,21.76048670799,26.210919101230353,65.29744501208175,0.3696545025456316,,17.765427,-0.38082886,,-4.614052397968406,-8.728145986157484,1.0511411,12.737604182358233,0,1,219.40313261839,21.76048670799,219.403125,21.7604722,5904-56046-0570,143736.75+214537.72,28,17.126,0.021,17.532,0.017,18.034,0.014,18.339,0.017,18.547,0.031,0.028,14.4,26.2,65.3,sdOB,Sp,219.40312,21.76047
0.242479,218.3261381718742,24.9094824133678,1255061393183396864,218.32613817187,24.90948241337,33.14769757996061,67.04619544329645,0.8078008688956493,,19.259283,-0.49039268,,14.58441056373774,-18.500301947300578,0.9972144,16.119949360701707,0,1,218.32613817187,24.90948241337,218.3260833,24.9095278,6017-56075-0282,143318.26+245434.33,17,18.633,0.034,19.012,0.016,19.534,0.02,19.933,0.031,19.996,0.11,0.025,19.2,33.1,67.0,DA,Sp,218.32608,24.90953
0.090878,208.8549768572961,22.2755422348217,1250706399424980224,208.8549768573,22.27554223482,17.946263204144056,74.69396203367238,1.3655941314306026,,19.365168,-0.4130211,,-10.102175056399751,-8.460975648740341,0.96796405,14.964304888339743,0,1,208.8549768573,22.27554223482,208.855,22.2755556,5869-56064-0918,135525.20+221632.06,17,18.839,0.026,19.143,0.016,19.608,0.019,19.943,0.027,20.318,0.097,0.024,15.0,17.9,74.7,DA,Sp,208.855,22.27556
0.184293,142.501616217474,11.6347076600447,592946005016647040,142.50161621747,11.63470766004,220.89108577173522,40.39821879186162,0.7743440634526422,,19.491331,-0.39684296,,-9.204599067530197,-11.947472252768716,0.97452545,15.38362588817732,0,1,142.50161621747,11.63470766004,142.5016667,11.6346944,5311-55956-0716,093000.40+113804.92,18,18.986,0.022,19.297,0.018,19.738,0.019,20.105,0.031,20.285,0.095,0.031,14.5,220.9,40.4,DA,Sp,142.50167,11.63469
0.037060,139.0278005806611,11.9725333231818,593676424335417856,139.02780058066,11.97253332318,218.61774217536697,37.473903575398964,0.1318264488828356,,19.711332,-0.44979858,,-5.255219121376584,-6.869265409691695,0.94639665,14.396146285485322,0,1,139.02780058066,11.97253332318,139.0277917,11.9725278,2577-54086-0268,091606.67+115821.17,8,19.095,0.024,19.446,0.018,19.93,0.024,20.321,0.033,20.87,0.174,0.025,19.3,218.6,37.5,DA,Sp,139.02779,11.97253
0.153058,206.588414419588,22.8101813029478,1251408094001504640,206.58841441959,22.81018130295,16.798059141724355,76.83608223281449,0.26578075885250435,,17.117554,-0.44988632,,-7.491395976320211,-2.322098505500384,0.9999752,11.589973745425567,0,1,206.58841441959,22.81018130295,206.5884583,22.8101944,6001-56072-0348,134621.23+224836.74,40,16.44,0.011,16.885,0.013,17.42,0.016,17.773,0.016,18.123,0.024,0.012,10.4,16.8,76.8,He-sdOB,Sp,206.58846,22.81019
0.161099,209.6536872968236,18.8230400914899,1246428994250680448,209.65368729682,18.82304009149,8.188700488765178,72.4746080781831,0.2451149350505227,,17.405323,-0.35038757,,-9.530930036858127,-1.6299060756642982,1.0194954,12.332296507394979,0,1,209.65368729682,18.82304009149,209.6537083,18.823,5868-56045-0184,135836.89+184922.85,37,17.062,0.013,17.249,0.079,17.644,0.039,17.963,0.017,18.217,0.027,0.033,17.9,8.2,72.5,sdB,Sp,209.65371,18.823
0.265178,215.0977520233704,25.6099926381505,1255926811914259328,215.09775202337,25.60999263815,33.61843924783644,70.04373521377623,0.9549806270898629,,19.172718,-0.34958458,,-9.366540602371156,-7.8246108337430975,1.0909011,14.605367588443055,0,1,215.09775202337,25.60999263815,215.0978333,25.61,6015-56096-0636,142023.48+253636.04,12,18.93,0.02,19.358,0.024,19.358,0.024,19.63,0.029,19.872,0.099,0.016,10.1,33.6,70.0,DA,Sp,215.09783,25.61
0.080847,131.1958154683996,11.6527358809565,601862464498177664,131.1958154684,11.65273588096,215.0718560231553,30.385979992284348,0.23750665015964395,,16.102095,-0.10115242,,-9.029697814185555,-16.758588477392554,1.038929,12.500022439766745,0,1,131.1958154684,11.65273588096,131.1958333,11.65275,5288-55865-0362,084447.00+113909.95,76,15.939,0.016,16.102,0.043,16.269,0.012,16.442,0.019,16.58,0.021,0.04,19.0,215.1,30.4,sdB,Sp,131.19583,11.65275
0.065682,129.4191899745385,6.5173877225607,594931314996657920,129.41918997454,6.51738772256,219.45072092896916,26.55938696370687,0.4059472174172735,,19.721617,-0.4038887,,-3.004160396666612,-3.121379239277191,0.9801184,12.905160933406005,0,1,129.41918997454,6.51738772256,129.4192083,6.5173889,1297-52963-0026,083740.61+063102.67,7,19.393,0.027,19.463,0.021,19.936,0.029,20.255,0.034,20.431,0.11,0.029,14.9,219.5,26.6,DA,Sp,129.41921,6.51739
0.411223,129.8043477621374,12.382740498529,602204653132718976,129.80434776214,12.38274049853,213.65339397581187,29.451258620360075,1.3460051141032767,,19.730528,-0.35427094,,-31.71860687360714,-7.069449176484353,0.95101154,17.289736183121175,0,1,129.80434776214,12.38274049853,129.8044583,12.3827778,2428-53801-0306,083913.07+122258.01,5,19.622,0.031,19.563,0.02,19.91,0.025,20.168,0.038,20.222,0.116,0.04,42.3,213.7,29.5,sdA,Sp,129.80446,12.38278
0.124920,132.9523265520787,9.8431061075604,597684526470998272,132.95232655208,9.84310610756,217.83449806901632,31.17303283141505,1.237951411219728,,19.043758,-0.37601662,,-1.2578029139936826,-1.9089199216605794,0.95985645,10.839190944282368,0,1,132.95232655208,9.84310610756,132.9522917,9.8431111,5291-55947-0334,085148.55+095035.23,20,18.477,0.021,19.28,0.019,19.28,0.019,19.602,0.021,19.827,0.074,0.06,4.8,217.8,31.2,DA,Sp,132.95229,9.84311
0.136844,141.1962803922314,23.3215921663172,639171814606295424,141.19628039223,23.32159216632,205.60554846117742,43.42946263406278,0.45034304259295854,4.02424423532559,15.756526,-0.18767834,0.008314774985587414,-6.516334106754202,-3.867698761657807,0.99327046,10.154217209141837,1,0,141.19628039223,23.32159216632,141.1962917,23.3215556,5774-56002-0280,092447.11+231917.66,50,15.584,0.011,15.563,0.014,15.97,0.019,16.195,0.02,16.372,0.021,0.028,11.4,205.6,43.4,sdB,Sp,141.19629,23.32156
0.228426,181.2634114131623,48.0737699467277,1546185550802795008,181.26341141316,48.07376994673,143.20055353887716,67.18816031807785,0.3018932229567947,2.9668956798868535,15.567629,0.10583687,-0.011184171751009941,-8.89092217367916,-17.595633818523716,1.0324614,12.041539108512524,1,0,181.26341141316,48.07376994673,181.2634167,48.0738333,1449-53116-0477,120503.22+480425.84,49,16.555,0.023,15.498,0.014,15.663,0.018,15.779,0.016,15.939,0.018,0.023,20.3,143.2,67.2,sdA,Sp,181.26342,48.07383
0.267409,231.7709282900884,11.1455039796503,1169270800131487360,231.77092829009,11.14550397965,16.986210249374988,50.13854089063209,0.5140546877660306,5.764837803074663,17.209791,-0.15485,0.01356573942926742,-14.785073638478107,-12.51740367808229,1.0386657,13.645690772527104,1,0,231.77092829009,11.14550397965,231.771,11.1455278,1722-53852-0345,152705.04+110843.91,40,16.806,0.012,17.075,0.015,17.428,0.018,17.615,0.015,17.735,0.02,0.032,22.1,17.0,50.1,sdOB,Sp,231.771,11.14553
0.327183,226.3062814813197,11.1434246671307,1180527806334711936,226.30628148132,11.14342466713,12.514834173651158,54.75873172700204,0.7860761536712985,4.818269306314548,15.340947,-0.44245434,0.007898533856458334,-18.239447649167758,-23.669299159555393,1.0284505,12.717969248187867,1,0,226.30628148132,11.14342466713,226.3063333,11.1435,1718-53850-0298,150513.52+110836.66,54,14.856,0.014,15.106,0.014,15.589,0.015,15.968,0.014,16.275,0.024,0.035,29.2,12.5,54.8,sdB+WD,Sp,226.30633,11.1435
0.153196,231.113457997783,12.0354332913095,1169613057485519232,231.11345799778,12.03543329131,17.722861437183777,51.13278389478306,0.5968652330153218,5.050937884162927,16.171556,-0.38587952,0.004243780890770488,-12.128750121001293,1.9513244447405467,1.1652892,11.618382016883896,1,0,231.11345799778,12.03543329131,231.1135,12.0354444,2753-54234-0059,152427.24+120207.61,42,15.788,0.019,15.954,0.011,16.392,0.016,16.739,0.017,17.045,0.018,0.041,11.0,17.7,51.1,sdB,Sp,231.1135,12.03544
